,*Thu Aug 31 11:39:07 2023_5.7_5,
Wavenumbers [1/cm],Absorbance,
2322.356,0.03033075,
2321.874,0.03052509,
2321.392,0.03064584,
2320.910,0.03064159,
2320.428,0.03050144,
2319.946,0.03026017,
2319.464,0.02998995,
2318.981,0.02977309,
2318.499,0.0296833,
2318.017,0.02975581,
2317.535,0.02997919,
2317.053,0.03029683,
2316.571,0.03062693,
2316.089,0.03088629,
2315.607,0.03100824,
2315.124,0.03096462,
2314.642,0.03076904,
2314.160,0.03047293,
2313.678,0.03014693,
2313.196,0.0298647,
2312.714,0.02968657,
2312.232,0.029643,
2311.750,0.02973481,
2311.268,0.02993632,
2310.785,0.03020851,
2310.303,0.0305083,
2309.821,0.03079862,
2309.339,0.03105603,
2308.857,0.03126854,
2308.375,0.03143347,
2307.893,0.03155283,
2307.411,0.03162864,
2306.928,0.03166201,
2306.446,0.03165292,
2305.964,0.03160321,
2305.482,0.03151856,
2305.000,0.03140902,
2304.518,0.03128833,
2304.036,0.03117127,
2303.554,0.03106979,
2303.072,0.03099151,
2302.589,0.03093797,
2302.107,0.03090618,
2301.625,0.03088997,
2301.143,0.03088127,
2300.661,0.03087158,
2300.179,0.03085144,
2299.697,0.03080944,
2299.215,0.03073249,
2298.732,0.03060717,
2298.250,0.03042351,
2297.768,0.03018032,
2297.286,0.0298884,
2296.804,0.02957029,
2296.322,0.02925894,
2295.840,0.02899139,
2295.358,0.02879809,
2294.876,0.02869903,
2294.393,0.02869874,
2293.911,0.02878816,
2293.429,0.0289469,
2292.947,0.02914872,
2292.465,0.02936794,
2291.983,0.02957948,
2291.501,0.02976072,
2291.019,0.02989351,
2290.536,0.02996344,
2290.054,0.02996444,
2289.572,0.02990125,
2289.090,0.02979224,
2288.608,0.02966637,
2288.126,0.02955489,
2287.644,0.02948459,
2287.162,0.02946609,
2286.680,0.02949077,
2286.197,0.02953225,
2285.715,0.02955769,
2285.233,0.02954077,
2284.751,0.02947152,
2284.269,0.02936183,
2283.787,0.02923938,
2283.305,0.02913768,
2282.823,0.02907971,
2282.341,0.02906955,
2281.858,0.02908982,
2281.376,0.02911088,
2280.894,0.02910208,
2280.412,0.02904512,
2279.930,0.02894094,
2279.448,0.02880707,
2278.966,0.02866996,
2278.484,0.02855101,
2278.001,0.02846085,
2277.519,0.02839686,
2277.037,0.02834928,
2276.555,0.0283086,
2276.073,0.02827404,
2275.591,0.02825475,
2275.109,0.02826646,
2274.627,0.02832302,
2274.145,0.02842961,
2273.662,0.02857919,
2273.180,0.02875427,
2272.698,0.02893385,
2272.216,0.02909672,
2271.734,0.02922791,
2271.252,0.02931812,
2270.770,0.02936213,
2270.288,0.02935795,
2269.805,0.02930749,
2269.323,0.02922036,
2268.841,0.02911549,
2268.359,0.0290212,
2267.877,0.02897206,
2267.395,0.02899694,
2266.913,0.02910975,
2266.431,0.02930084,
2265.949,0.02953843,
2265.466,0.02977489,
2264.984,0.02995901,
2264.502,0.03005521,
2264.020,0.03004845,
2263.538,0.02994984,
2263.056,0.0297887,
2262.574,0.02960411,
2262.092,0.02943342,
2261.609,0.02930119,
2261.127,0.02921754,
2260.645,0.02917792,
2260.163,0.02916771,
2259.681,0.02916576,
2259.199,0.02915005,
2258.717,0.02910361,
2258.235,0.02901706,
2257.753,0.02889463,
2257.270,0.02875424,
2256.788,0.02862954,
2256.306,0.02856183,
2255.824,0.02859079,
2255.342,0.02874567,
2254.860,0.02903315,
2254.378,0.02943346,
2253.896,0.02990066,
2253.414,0.03037506,
2252.931,0.03079487,
2252.449,0.03110512,
2251.967,0.03127126,
2251.485,0.03127894,
2251.003,0.03113366,
2250.521,0.03085347,
2250.039,0.03046273,
2249.557,0.02998568,
2249.074,0.02944071,
2248.592,0.02884321,
2248.110,0.0282098,
2247.628,0.02756396,
2247.146,0.02694343,
2246.664,0.02640143,
2246.182,0.0259967,
2245.700,0.02578739,
2245.218,0.02581129,
2244.735,0.02607179,
2244.253,0.02653072,
2243.771,0.02711053,
2243.289,0.02771771,
2242.807,0.02825791,
2242.325,0.02866802,
2241.843,0.02893191,
2241.361,0.02907752,
2240.878,0.02916208,
2240.396,0.02924363,
2239.914,0.02936209,
2239.432,0.02951979,
2238.950,0.02968556,
2238.468,0.02980667,
2237.986,0.02983315,
2237.504,0.02973691,
2237.022,0.02951893,
2236.539,0.02920865,
2236.057,0.02885285,
2235.575,0.02850631,
2235.093,0.0282159,
2234.611,0.02801799,
2234.129,0.02793578,
2233.647,0.02797487,
2233.165,0.02812147,
2232.682,0.02833594,
2232.200,0.02855817,
2231.718,0.02871119,
2231.236,0.02872473,
2230.754,0.02856267,
2230.272,0.02824227,
2229.790,0.02784332,
2229.308,0.02748151,
2228.826,0.02729188,
2228.343,0.02737123,
2227.861,0.02774267,
2227.379,0.02834255,
2226.897,0.0290347,
2226.415,0.02966067,
2225.933,0.03007398,
2225.451,0.03019365,
2224.969,0.03001757,
2224.487,0.02961569,
2224.004,0.02909845,
2223.522,0.02857784,
2223.040,0.02814724,
2222.558,0.02785854,
2222.076,0.02772876,
2221.594,0.02775076,
2221.112,0.02790446,
2220.630,0.02816109,
2220.147,0.02848011,
2219.665,0.02881172,
2219.183,0.02909613,
2218.701,0.02927237,
2218.219,0.02929776,
2217.737,0.02915766,
2217.255,0.02887567,
2216.773,0.02850783,
2216.291,0.02813594,
2215.808,0.02784954,
2215.326,0.02772085,
2214.844,0.02780141,
2214.362,0.02810787,
2213.880,0.02862277,
2213.398,0.02929169,
2212.916,0.03002946,
2212.434,0.03073849,
2211.951,0.03131715,
2211.469,0.03169354,
2210.987,0.0318452,
2210.505,0.03180994,
2210.023,0.03167873,
2209.541,0.03156577,
2209.059,0.03158022,
2208.577,0.03177949,
2208.095,0.03214955,
2207.612,0.03260574,
2207.130,0.03302869,
2206.648,0.03330815,
2206.166,0.03338007,
2205.684,0.03325414,
2205.202,0.03300246,
2204.720,0.03272953,
2204.238,0.03251967,
2203.755,0.03240663,
2203.273,0.03236011,
2202.791,0.03230868,
2202.309,0.03217201,
2201.827,0.03190207,
2201.345,0.03150649,
2200.863,0.03104428,
2200.381,0.03060129,
2199.899,0.03024761,
2199.416,0.03001495,
2198.934,0.02988541,
2198.452,0.02980969,
2197.970,0.02973024,
2197.488,0.02961246,
2197.006,0.02945742,
2196.524,0.02929636,
2196.042,0.02917003,
2195.560,0.0291053,
2195.077,0.02910422,
2194.595,0.02914678,
2194.113,0.02920714,
2193.631,0.02927152,
2193.149,0.02934898,
2192.667,0.02946525,
2192.185,0.02964428,
2191.703,0.02988482,
2191.220,0.03014883,
2190.738,0.03036256,
2190.256,0.03044643,
2189.774,0.03034552,
2189.292,0.03005737,
2188.810,0.02963983,
2188.328,0.0291977,
2187.846,0.0288473,
2187.364,0.02866982,
2186.881,0.0286914,
2186.399,0.02887209,
2185.917,0.0291306,
2185.435,0.02936954,
2184.953,0.02951241,
2184.471,0.02952703,
2183.989,0.02942135,
2183.507,0.02922497,
2183.024,0.02896462,
2182.542,0.02865166,
2182.060,0.02828265,
2181.578,0.0278567,
2181.096,0.02740032,
2180.614,0.02697918,
2180.132,0.02668948,
2179.650,0.02664105,
2179.168,0.02691403,
2178.685,0.02752817,
2178.203,0.02842555,
2177.721,0.02947697,
2177.239,0.03051632,
2176.757,0.03137113,
2176.275,0.03191799,
2175.793,0.03210275,
2175.311,0.03194617,
2174.828,0.03153092,
2174.346,0.03098058,
2173.864,0.03043918,
2173.382,0.03003116,
2172.900,0.02985128,
2172.418,0.02995044,
2171.936,0.0303271,
2171.454,0.03092953,
2170.972,0.03165806,
2170.489,0.03239167,
2170.007,0.03300208,
2169.525,0.03339168,
2169.043,0.03352601,
2168.561,0.03344114,
2168.079,0.03323741,
2167.597,0.03303765,
2167.115,0.03295996,
2166.633,0.03306517,
2166.150,0.03333381,
2165.668,0.03365885,
2165.186,0.03387675,
2164.704,0.03382108,
2164.222,0.03335363,
2163.740,0.03241497,
2163.258,0.03103269,
2162.776,0.02932494,
2162.293,0.02746492,
2161.811,0.02563912,
2161.329,0.02401969,
2160.847,0.02272336,
2160.365,0.02181131,
2159.883,0.0213033,
2159.401,0.02119352,
2158.919,0.02145982,
2158.437,0.02206281,
2157.954,0.02294206,
2157.472,0.02400908,
2156.990,0.02515007,
2156.508,0.026243,
2156.026,0.02716698,
2155.544,0.02782434,
2155.062,0.02817175,
2154.580,0.02823284,
2154.097,0.02810904,
2153.615,0.02794756,
2153.133,0.02791673,
2152.651,0.02814636,
2152.169,0.02868548,
2151.687,0.02949114,
2151.205,0.03043664,
2150.723,0.03136101,
2150.241,0.03210373,
2149.758,0.03256346,
2149.276,0.03271389,
2148.794,0.03259096,
2148.312,0.03226516,
2147.830,0.03180571,
2147.348,0.03126628,
2146.866,0.03067935,
2146.384,0.03006956,
2145.901,0.02947722,
2145.419,0.02896322,
2144.937,0.02860156,
2144.455,0.02846284,
2143.973,0.02858084,
2143.491,0.02893611,
2143.009,0.02945323,
2142.527,0.03002772,
2142.045,0.03055285,
2141.562,0.0309495,
2141.080,0.03118787,
2140.598,0.03127742,
2140.116,0.03125269,
2139.634,0.03115205,
2139.152,0.03100677,
2138.670,0.03083885,
2138.188,0.03066795,
2137.706,0.03051923,
2137.223,0.03042493,
2136.741,0.03041325,
2136.259,0.03049583,
2135.777,0.03065159,
2135.295,0.03082955,
2134.813,0.03095604,
2134.331,0.0309637,
2133.849,0.03081675,
2133.366,0.03052014,
2132.884,0.030119,
2132.402,0.02967945,
2131.920,0.029273,
2131.438,0.02895349,
2130.956,0.02875304,
2130.474,0.02868792,
2129.992,0.02876561,
2129.510,0.02899238,
2129.027,0.02937237,
2128.545,0.02989779,
2128.063,0.03053835,
2127.581,0.03123442,
2127.099,0.03190831,
2126.617,0.03247754,
2126.135,0.03287378,
2125.653,0.03306363,
2125.170,0.03304787,
2124.688,0.03285575,
2124.206,0.03252875,
2123.724,0.03210881,
2123.242,0.03162799,
2122.760,0.03110726,
2122.278,0.03056539,
2121.796,0.03002472,
2121.314,0.02951195,
2120.831,0.02905683,
2120.349,0.02867849,
2119.867,0.02837751,
2119.385,0.02813257,
2118.903,0.02790947,
2118.421,0.0276792,
2117.939,0.02743318,
2117.457,0.02719364,
2116.974,0.0270084,
2116.492,0.02693716,
2116.010,0.02702466,
2115.528,0.02728093,
2115.046,0.02767374,
2114.564,0.02813745,
2114.082,0.0285945,
2113.600,0.02897385,
2113.118,0.02923481,
2112.635,0.0293682,
2112.153,0.02939169,
2111.671,0.02933357,
2111.189,0.02922127,
2110.707,0.02907427,
2110.225,0.02890442,
2109.743,0.0287269,
2109.261,0.02856934,
2108.779,0.02847217,
2108.296,0.02848691,
2107.814,0.02865909,
2107.332,0.02900917,
2106.850,0.02952031,
2106.368,0.03013221,
2105.886,0.03075708,
2105.404,0.03128932,
2104.922,0.03163832,
2104.439,0.03175391,
2103.957,0.03163599,
2103.475,0.03133665,
2102.993,0.0309393,
2102.511,0.03054059,
2102.029,0.03021521,
2101.547,0.02999839,
2101.065,0.02988287,
2100.583,0.02982781,
2100.100,0.02978349,
2099.618,0.02971254,
2099.136,0.02960995,
2098.654,0.02950356,
2098.172,0.02944261,
2097.690,0.02947046,
2097.208,0.02960394,
2096.726,0.0298193,
2096.243,0.03006089,
2095.761,0.03025874,
2095.279,0.03035606,
2094.797,0.03033404,
2094.315,0.03021458,
2093.833,0.03005061,
2093.351,0.02989672,
2092.869,0.02978933,
2092.387,0.02972999,
2091.904,0.02969007,
2091.422,0.02962402,
2090.940,0.02949319,
2090.458,0.02928255,
2089.976,0.02900416,
2089.494,0.02868804,
2089.012,0.02836409,
2088.530,0.02804813,
2088.047,0.02773703,
2087.565,0.02741599,
2087.083,0.02707719,
2086.601,0.02673604,
2086.119,0.02643602,
2085.637,0.02624399,
2085.155,0.02622509,
2084.673,0.02641856,
2084.191,0.02682132,
2083.708,0.02738493,
2083.226,0.02803031,
2082.744,0.02866534,
2082.262,0.02921686,
2081.780,0.02964217,
2081.298,0.02993525,
2080.816,0.03011956,
2080.334,0.0302352,
2079.852,0.0303262,
2079.369,0.03042755,
2078.887,0.03056564,
2078.405,0.03075885,
2077.923,0.03101757,
2077.441,0.03134378,
2076.959,0.03172737,
2076.477,0.03214499,
2075.995,0.03255796,
2075.512,0.03291734,
2075.030,0.03317627,
2074.548,0.03329432,
2074.066,0.03325001,
2073.584,0.03304326,
2073.102,0.03269434,
2072.620,0.03223561,
2072.138,0.03170178,
2071.656,0.03112695,
2071.173,0.03054081,
2070.691,0.02997108,
2070.209,0.02944704,
2069.727,0.02899515,
2069.245,0.028635,
2068.763,0.02837266,
2068.281,0.02819745,
2067.799,0.02808607,
2067.316,0.0280097,
2066.834,0.0279472,
2066.352,0.02789417,
2065.870,0.02786523,
2065.388,0.0278889,
2064.906,0.02799547,
2064.424,0.02820187,
2063.942,0.02850097,
2063.460,0.02886172,
2062.977,0.0292376,
2062.495,0.02958591,
2062.013,0.02987955,
2061.531,0.0301165,
2061.049,0.03031661,
2060.567,0.03051124,
2060.085,0.03072457,
2059.603,0.03095843,
2059.120,0.03118654,
2058.638,0.03136046,
2058.156,0.03143065,
2057.674,0.03136487,
2057.192,0.03116651,
2056.710,0.03087344,
2056.228,0.03055028,
2055.746,0.03025995,
2055.264,0.03004015,
2054.781,0.02988807,
2054.299,0.02975826,
2053.817,0.02958324,
2053.335,0.02929731,
2052.853,0.02887053,
2052.371,0.02832025,
2051.889,0.02771206,
2051.407,0.02713343,
2050.924,0.02666993,
2050.442,0.02637863,
2049.960,0.0262687,
2049.478,0.02630427,
2048.996,0.0264231,
2048.514,0.02657251,
2048.032,0.02673309,
2047.550,0.02693125,
2047.068,0.02722307,
2046.585,0.02766961,
2046.103,0.02830054,
2045.621,0.02909388,
2045.139,0.02997505,
2044.657,0.0308345,
2044.175,0.03156611,
2043.693,0.03208264,
2043.211,0.03234413,
2042.729,0.03235884,
2042.246,0.03217359,
2041.764,0.03184617,
2041.282,0.03141828,
2040.800,0.03090435,
2040.318,0.0302932,
2039.836,0.02956889,
2039.354,0.02873976,
2038.872,0.02786002,
2038.389,0.02703239,
2037.907,0.02640036,
2037.425,0.02610428,
2036.943,0.02624433,
2036.461,0.02684443,
2035.979,0.02782694,
2035.497,0.02901426,
2035.015,0.03015327,
2034.533,0.03100501,
2034.050,0.03140262,
2033.568,0.03130854,
2033.086,0.03082064,
2032.604,0.03014658,
2032.122,0.02954542,
2031.640,0.02923523,
2031.158,0.02935599,
2030.676,0.0299267,
2030.193,0.03086118,
2029.711,0.03200252,
2029.229,0.0331715,
2028.747,0.03421583,
2028.265,0.03501163,
2027.783,0.03547943,
2027.301,0.03558094,
2026.819,0.03530489,
2026.337,0.03466032,
2025.854,0.03366575,
2025.372,0.03235069,
2024.890,0.03076421,
2024.408,0.02898385,
2023.926,0.02713444,
2023.444,0.02537493,
2022.962,0.02387417,
2022.480,0.02279297,
2021.997,0.02223901,
2021.515,0.02225565,
2021.033,0.02281146,
2020.551,0.02380569,
2020.069,0.02507774,
2019.587,0.02642719,
2019.105,0.02767389,
2018.623,0.02868511,
2018.141,0.0294105,
2017.658,0.02988799,
2017.176,0.03021875,
2016.694,0.03052498,
2016.212,0.03088946,
2015.730,0.03132846,
2015.248,0.03178361,
2014.766,0.03216047,
2014.284,0.0323589,
2013.802,0.03231289,
2013.319,0.03201029,
2012.837,0.03149221,
2012.355,0.03084569,
2011.873,0.03017891,
2011.391,0.02960791,
2010.909,0.02922903,
2010.427,0.02910602,
2009.945,0.02927253,
2009.462,0.02972547,
2008.980,0.03042525,
2008.498,0.03128469,
2008.016,0.03218256,
2007.534,0.03298773,
2007.052,0.03357916,
2006.570,0.03388651,
2006.088,0.03389791,
2005.606,0.03365406,
2005.123,0.03323099,
2004.641,0.03272106,
2004.159,0.03221429,
2003.677,0.03177773,
2003.195,0.03145317,
2002.713,0.03125707,
2002.231,0.03118382,
2001.749,0.03120657,
2001.266,0.03127522,
2000.784,0.03132319,
2000.302,0.03127315,
1999.820,0.03105887,
1999.338,0.03065455,
1998.856,0.03008593,
1998.374,0.02943378,
1997.892,0.02880374,
1997.410,0.02830539,
1996.927,0.02800303,
1996.445,0.02789338,
1995.963,0.02790664,
1995.481,0.02793777,
1994.999,0.02789841,
1994.517,0.02774812,
1994.035,0.02751979,
1993.553,0.02730595,
1993.070,0.02723123,
1992.588,0.02738451,
1992.106,0.02776584,
1991.624,0.02826297,
1991.142,0.02869739,
1990.660,0.02889997,
1990.178,0.02877764,
1989.696,0.02835237,
1989.214,0.02774375,
1988.731,0.02713157,
1988.249,0.02667553,
1987.767,0.02646976,
1987.285,0.02650287,
1986.803,0.026667,
1986.321,0.0267929,
1985.839,0.02671241,
1985.357,0.02632975,
1984.875,0.02565083,
1984.392,0.02479564,
1983.910,0.02395125,
1983.428,0.02333772,
1982.946,0.02313592,
1982.464,0.02343235,
1981.982,0.02419781,
1981.500,0.02528147,
1981.018,0.02646211,
1980.535,0.02748508,
1980.053,0.02815253,
1979.571,0.02837562,
1979.089,0.02818825,
1978.607,0.02773471,
1978.125,0.0272097,
1977.643,0.02680952,
1977.161,0.02664444,
1976.679,0.02670712,
1976.196,0.02688407,
1975.714,0.02702241,
1975.232,0.02700044,
1974.750,0.02677477,
1974.268,0.02639901,
1973.786,0.02599583,
1973.304,0.02571647,
1972.822,0.02567321,
1972.339,0.02591216,
1971.857,0.02640188,
1971.375,0.02705391,
1970.893,0.02774728,
1970.411,0.02835412,
1969.929,0.02876931,
1969.447,0.02891429,
1968.965,0.02875586,
1968.483,0.02831596,
1968.000,0.02768257,
1967.518,0.02700856,
1967.036,0.02647638,
1966.554,0.02626589,
1966.072,0.02647696,
1965.590,0.02708282,
1965.108,0.02793106,
1964.626,0.0287987,
1964.143,0.02947249,
1963.661,0.02978784,
1963.179,0.02968112,
1962.697,0.02919595,
1962.215,0.02847504,
1961.733,0.02771279,
1961.251,0.02708879,
1960.769,0.02672137,
1960.287,0.0266269,
1959.804,0.02673661,
1959.322,0.02693381,
1958.840,0.02711043,
1958.358,0.0272018,
1957.876,0.02720723,
1957.394,0.0271808,
1956.912,0.02720326,
1956.430,0.02734689,
1955.948,0.02764452,
1955.465,0.02807932,
1954.983,0.0285844,
1954.501,0.02906911,
1954.019,0.02943753,
1953.537,0.02962425,
1953.055,0.02961462,
1952.573,0.02944454,
1952.091,0.02918891,
1951.608,0.02893416,
1951.126,0.02876623,
1950.644,0.02874302,
1950.162,0.02888172,
1949.680,0.02915723,
1949.198,0.02951207,
1948.716,0.02987845,
1948.234,0.03018937,
1947.752,0.03039773,
1947.269,0.03048174,
1946.787,0.03044438,
1946.305,0.03030963,
1945.823,0.03011191,
1945.341,0.02988556,
1944.859,0.02965265,
1944.377,0.02942066,
1943.895,0.0291845,
1943.412,0.02893301,
1942.930,0.02865851,
1942.448,0.02836487,
1941.966,0.02807185,
1941.484,0.02781135,
1941.002,0.02761611,
1940.520,0.02750941,
1940.038,0.0275039,
1939.556,0.02760124,
1939.073,0.02779337,
1938.591,0.02806248,
1938.109,0.02837986,
1937.627,0.02871202,
1937.145,0.02901976,
1936.663,0.02926686,
1936.181,0.02942565,
1935.699,0.02947638,
1935.216,0.02941036,
1934.734,0.02923102,
1934.252,0.02895543,
1933.770,0.02861271,
1933.288,0.02824054,
1932.806,0.02788416,
1932.324,0.02758759,
1931.842,0.02738648,
1931.360,0.02730751,
1930.877,0.02735858,
1930.395,0.02752961,
1929.913,0.02779133,
1929.431,0.02810192,
1928.949,0.02841164,
1928.467,0.02866735,
1927.985,0.02882346,
1927.503,0.02884965,
1927.021,0.02873943,
1926.538,0.02851497,
1926.056,0.02822543,
1925.574,0.02793837,
1925.092,0.02771872,
1924.610,0.02762034,
1924.128,0.0276673,
1923.646,0.02784335,
1923.164,0.0280868,
1922.681,0.02830822,
1922.199,0.02843137,
1921.717,0.0284229,
1921.235,0.0283054,
1920.753,0.02813329,
1920.271,0.02797117,
1919.789,0.0278679,
1919.307,0.02784539,
1918.825,0.0278972,
1918.342,0.02799188,
1917.860,0.02809064,
1917.378,0.02816432,
1916.896,0.02821209,
1916.414,0.02825553,
1915.932,0.02832339,
1915.450,0.02843004,
1914.968,0.02856868,
1914.485,0.02871423,
1914.003,0.02883402,
1913.521,0.02889981,
1913.039,0.0288968,
1912.557,0.02883063,
1912.075,0.02872539,
1911.593,0.02861848,
1911.111,0.02854822,
1910.629,0.0285473,
1910.146,0.02863639,
1909.664,0.02881985,
1909.182,0.02908533,
1908.700,0.02940519,
1908.218,0.0297453,
1907.736,0.03006919,
1907.254,0.03034808,
1906.772,0.03056688,
1906.289,0.03072345,
1905.807,0.03082705,
1905.325,0.03089174,
1904.843,0.03092996,
1904.361,0.03094628,
1903.879,0.03093448,
1903.397,0.03088095,
1902.915,0.03077325,
1902.433,0.03061012,
1901.950,0.03040668,
1901.468,0.030193,
1900.986,0.0300027,
1900.504,0.02986073,
1900.022,0.02976917,
1899.540,0.02970519,
1899.058,0.02962723,
1898.576,0.02949508,
1898.094,0.02928752,
1897.611,0.02901545,
1897.129,0.02872186,
1896.647,0.02847266,
1896.165,0.02833787,
1895.683,0.02836142,
1895.201,0.02854427,
1894.719,0.02883688,
1894.237,0.02916063,
1893.754,0.02943192,
1893.272,0.02959194,
1892.790,0.02962184,
1892.308,0.02953385,
1891.826,0.02936124,
1891.344,0.02914063,
1890.862,0.02890839,
1890.380,0.02869569,
1889.898,0.02852572,
1889.415,0.02841387,
1888.933,0.02836367,
1888.451,0.02836467,
1887.969,0.02839372,
1887.487,0.02842085,
1887.005,0.02841799,
1886.523,0.02836268,
1886.041,0.0282453,
1885.558,0.02807182,
1885.076,0.02786553,
1884.594,0.02766361,
1884.112,0.02750711,
1883.630,0.0274344,
1883.148,0.02746649,
1882.666,0.02760504,
1882.184,0.02783359,
1881.702,0.02812263,
1881.219,0.02843453,
1880.737,0.02872801,
1880.255,0.028968,
1879.773,0.02912957,
1879.291,0.02920277,
1878.809,0.02919522,
1878.327,0.02912845,
1877.845,0.02903216,
1877.362,0.02893301,
1876.880,0.02884952,
1876.398,0.02878513,
1875.916,0.02873006,
1875.434,0.02866691,
1874.952,0.02858073,
1874.470,0.02846689,
1873.988,0.028336,
1873.506,0.02821084,
1873.023,0.02811635,
1872.541,0.02807292,
1872.059,0.02808581,
1871.577,0.02814458,
1871.095,0.02822258,
1870.613,0.02828475,
1870.131,0.02829631,
1869.649,0.02823216,
1869.167,0.0280944,
1868.684,0.02792232,
1868.202,0.02778737,
1867.720,0.02775556,
1867.238,0.0278533,
1866.756,0.02805885,
1866.274,0.02831982,
1865.792,0.02857709,
1865.310,0.02878196,
1864.827,0.02890813,
1864.345,0.0289518,
1863.863,0.0289298,
1863.381,0.02887343,
1862.899,0.0288203,
1862.417,0.02880403,
1861.935,0.02884095,
1861.453,0.02892473,
1860.971,0.02902327,
1860.488,0.02909008,
1860.006,0.02907426,
1859.524,0.02893974,
1859.042,0.02867831,
1858.560,0.02831485,
1858.078,0.02790442,
1857.596,0.02751657,
1857.114,0.02722581,
1856.631,0.02708808,
1856.149,0.02712976,
1855.667,0.02734657,
1855.185,0.02770738,
1854.703,0.02816564,
1854.221,0.02866417,
1853.739,0.0291488,
1853.257,0.02957581,
1852.775,0.02991539,
1852.292,0.0301576,
1851.810,0.03030778,
1851.328,0.03037994,
1850.846,0.03038664,
1850.364,0.03033345,
1849.882,0.03021659,
1849.400,0.03002742,
1848.918,0.02976071,
1848.435,0.02942525,
1847.953,0.02904775,
1847.471,0.02867303,
1846.989,0.02835724,
1846.507,0.02814989,
1846.025,0.02808812,
1845.543,0.02818015,
1845.061,0.0283994,
1844.579,0.02867296,
1844.096,0.0289001,
1843.614,0.02900008,
1843.132,0.02895019,
1842.650,0.02879967,
1842.168,0.02862518,
1841.686,0.02849515,
1841.204,0.02844444,
1840.722,0.02847701,
1840.240,0.02857804,
1839.757,0.02872204,
1839.275,0.02887982,
1838.793,0.02902135,
1838.311,0.02912445,
1837.829,0.02917955,
1837.347,0.02919118,
1836.865,0.02917581,
1836.383,0.02915523,
1835.900,0.02914844,
1835.418,0.0291647,
1834.936,0.02920155,
1834.454,0.02924641,
1833.972,0.02928233,
1833.490,0.02929288,
1833.008,0.02926631,
1832.526,0.02919886,
1832.044,0.0290936,
1831.561,0.02895941,
1831.079,0.02880755,
1830.597,0.02864914,
1830.115,0.02849275,
1829.633,0.02834567,
1829.151,0.02821559,
1828.669,0.02811248,
1828.187,0.02804573,
1827.704,0.0280239,
1827.222,0.0280539,
1826.740,0.02814123,
1826.258,0.02828934,
1825.776,0.02849394,
1825.294,0.02873999,
1824.812,0.02899756,
1824.330,0.02923426,
1823.848,0.02942753,
1823.365,0.02957118,
1822.883,0.02967069,
1822.401,0.02973232,
1821.919,0.02975556,
1821.437,0.0297327,
1820.955,0.02965363,
1820.473,0.02951396,
1819.991,0.02932183,
1819.508,0.02910208,
1819.026,0.02889322,
1818.544,0.02873523,
1818.062,0.02866085,
1817.580,0.02868627,
1817.098,0.02880654,
1816.616,0.02899896,
1816.134,0.02923123,
1815.652,0.02947472,
1815.169,0.02971016,
1814.687,0.02992934,
1814.205,0.03013063,
1813.723,0.03031046,
1813.241,0.03045736,
1812.759,0.03055221,
1812.277,0.03056971,
1811.795,0.03049088,
1811.313,0.03031652,
1810.830,0.03007546,
1810.348,0.02981915,
1809.866,0.02960139,
1809.384,0.02946397,
1808.902,0.029422,
1808.420,0.02946639,
1807.938,0.02957228,
1807.456,0.02971113,
1806.973,0.02986025,
1806.491,0.03000588,
1806.009,0.03014392,
1805.527,0.03027576,
1805.045,0.03040331,
1804.563,0.03052632,
1804.081,0.03064142,
1803.599,0.03074385,
1803.117,0.03083068,
1802.634,0.0309022,
1802.152,0.03096184,
1801.670,0.03101441,
1801.188,0.03106295,
1800.706,0.03110664,
1800.224,0.03114232,
1799.742,0.0311687,
1799.260,0.03118975,
1798.777,0.03121345,
1798.295,0.0312499,
1797.813,0.03130545,
1797.331,0.03137893,
1796.849,0.03145836,
1796.367,0.03152247,
1795.885,0.03154659,
1795.403,0.03150837,
1794.921,0.03139821,
1794.438,0.03122425,
1793.956,0.03101727,
1793.474,0.03083064,
1792.992,0.03073156,
1792.510,0.03078723,
1792.028,0.03102699,
1791.546,0.0314162,
1791.064,0.03186435,
1790.581,0.03227737,
1790.099,0.03260015,
1789.617,0.03282167,
1789.135,0.03295906,
1788.653,0.03303831,
1788.171,0.03308317,
1787.689,0.0331103,
1787.207,0.03312984,
1786.725,0.03314744,
1786.242,0.03316708,
1785.760,0.03319246,
1785.278,0.03322805,
1784.796,0.0332768,
1784.314,0.03333753,
1783.832,0.03340292,
1783.350,0.0334617,
1782.868,0.03350407,
1782.385,0.0335273,
1781.903,0.03354122,
1781.421,0.03357032,
1780.939,0.03364914,
1780.457,0.03380834,
1779.975,0.03406061,
1779.493,0.03438809,
1779.011,0.03475085,
1778.529,0.0351026,
1778.046,0.03541014,
1777.564,0.03566143,
1777.082,0.03586207,
1776.600,0.03603087,
1776.118,0.03619056,
1775.636,0.03636139,
1775.154,0.03655594,
1774.672,0.03678047,
1774.190,0.03704112,
1773.707,0.03735401,
1773.225,0.0377502,
1772.743,0.03826769,
1772.261,0.03892532,
1771.779,0.03969378,
1771.297,0.04049833,
1770.815,0.04126441,
1770.333,0.04196094,
1769.850,0.04260475,
1769.368,0.04323717,
1768.886,0.04390769,
1768.404,0.04465551,
1767.922,0.04549342,
1767.440,0.04640104,
1766.958,0.04733208,
1766.476,0.04824077,
1765.994,0.04910413,
1765.511,0.04993568,
1765.029,0.05078121,
1764.547,0.05171531,
1764.065,0.05283535,
1763.583,0.05425731,
1763.101,0.05610569,
1762.619,0.05847776,
1762.137,0.06138933,
